"TextID","TextTitle","Text_Author","Text_year_creation","total_sentences","token_sentences","token_sentence_percent","top_tokens","avg_words_per_token_sentence","top_pos_stats"
1,"Война мир","Лев Николаевич Толстой",1863,"32847","129","0.39","[{""count"": 108, ""token"": ""дым""}, {""count"": 38, ""token"": ""запах""}, {""count"": 3, ""token"": ""букет""}, {""count"": 3, ""token"": ""одеколон""}, {""count"": 3, ""token"": ""навоз""}, {""count"": 2, ""token"": ""дух""}, {""count"": 1, ""token"": ""аромат""}]","2.29","{""top_pos_дух"": [{""examples"": [""вам""], ""frequency"": 1, ""part_of_speech"": ""PRON""}, {""examples"": [""–""], ""frequency"": 1, ""part_of_speech"": ""OTHER""}, {""examples"": [""жить""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}], ""top_pos_дым"": [{""examples"": [""бегать"", ""бубухали"", ""быть"", ""видеть"", ""виднеться"", ""втягивать"", ""выпускать"", ""глядеть"", ""двигаться"", ""двинуться"", ""делать"", ""есть"", ""задыхался"", ""закрыть"", ""застилать"", ""застилая"", ""застлало"", ""застлалось"", ""застлать"", ""кипело"", ""мелькать"", ""обдать"", ""объяснять"", ""оглядывался"", ""пахнуть"", ""подниматься"", ""подняться"", ""показаться"", ""помешать"", ""появиться"", ""преобразиться"", ""присоединяться"", ""проехать"", ""пропитать"", ""различить"", ""разнестись"", ""разойтись"", ""рассеяться"", ""светил"", ""скрывать"", ""скрыться"", ""спутаться"", ""становиться"", ""стать"", ""стлался"", ""теряться"", ""увидать""], ""frequency"": 47, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""блестками (Ins)"", ""выстрел (Gen)"", ""движение (Nom)"", ""звук (Nom)"", ""костёр (Gen)"", ""кровь (Nom)"", ""место (Gen)"", ""огонь (Acc)"", ""орудие (Gen)"", ""пожар (Gen)"", ""поле (Gen)"", ""поле (Loc)"", ""пушка (Acc)"", ""русских (Gen)"", ""солнце (Loc)"", ""то (Nom)"", ""туман (Gen)"", ""француз (Nom)"", ""человек (Acc)"", ""штык (Nom)""], ""frequency"": 20, ""part_of_speech"": ""NOUN""}, {""examples"": [""–"", ""быть"", ""в"", ""два"", ""за"", ""и"", ""из"", ""как"", ""между"", ""на"", ""но"", ""от"", ""с"", ""свой"", ""сквозь"", ""среди"", ""этот""], ""frequency"": 17, ""part_of_speech"": ""OTHER""}, {""examples"": [""виднеться"", ""делавших"", ""нерасходившемся"", ""оглушать"", ""оставить"", ""относимым"", ""относить"", ""стоять"", ""стрелявшую"", ""тянуться"", ""уносимого""], ""frequency"": 11, ""part_of_speech"": ""VERB_CHILD""}, {""examples"": [""густой"", ""первый"", ""полный"", ""пороховой"", ""табачный"", ""чёрный""], ""frequency"": 6, ""part_of_speech"": ""ADJ""}, {""examples"": [""то"", ""что""], ""frequency"": 2, ""part_of_speech"": ""PRON""}, {""examples"": [""далеко"", ""ещё""], ""frequency"": 2, ""part_of_speech"": ""ADV""}], ""top_pos_букет"": [{""examples"": [""к"", ""она"", ""с"", ""такой""], ""frequency"": 4, ""part_of_speech"": ""OTHER""}, {""examples"": [""варение (Gen)"", ""порох (Gen)""], ""frequency"": 2, ""part_of_speech"": ""NOUN""}, {""examples"": [""селитренный""], ""frequency"": 1, ""part_of_speech"": ""ADJ""}, {""examples"": [""протянуть""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}], ""top_pos_запах"": [{""examples"": [""вспоминать"", ""вызвать"", ""выпадать"", ""думать"", ""заметить"", ""измениться"", ""морщась"", ""несло"", ""обхватить"", ""отделяться"", ""пахнуть"", ""показаться"", ""принюхивался"", ""происходить"", ""разлить"", ""распространявший"", ""распространять"", ""сливаться"", ""слиться"", ""слышать"", ""слышаться"", ""чувствовать"", ""чувствоваться""], ""frequency"": 23, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""двор (Gen)"", ""дух (Gen)"", ""дым (Gen)"", ""еда (Gen)"", ""запах (Nom)"", ""картофель (Gen)"", ""лепёшка (Gen)"", ""мёд (Gen)"", ""мясо (Gen)"", ""отец (Gen)"", ""пальник (Gen)"", ""полынь (Gen)"", ""порох (Gen)"", ""пот (Gen)"", ""пробка (Gen)"", ""пустота (Gen)"", ""сена (Gen)"", ""слыша (Nom)"", ""табак (Dat)"", ""тело (Gen)"", ""человек (Acc)"", ""яство (Gen)""], ""frequency"": 22, ""part_of_speech"": ""NOUN""}, {""examples"": [""–"", ""в"", ""да"", ""и"", ""к"", ""как"", ""от"", ""по"", ""с"", ""свой"", ""тот"", ""этот""], ""frequency"": 12, ""part_of_speech"": ""OTHER""}, {""examples"": [""больничный"", ""горький"", ""душистый"", ""душный"", ""едкий"", ""крепкий"", ""мирный"", ""приятный"", ""сильный"", ""спиртовой"", ""тяжкий""], ""frequency"": 11, ""part_of_speech"": ""ADJ""}, {""examples"": [""издавать"", ""распространявшегося"", ""смешать"", ""усилившийся"", ""успеть""], ""frequency"": 5, ""part_of_speech"": ""VERB_CHILD""}, {""examples"": [""тем""], ""frequency"": 1, ""part_of_speech"": ""PRON""}], ""top_pos_навоз"": [{""examples"": [""вычищать""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}], ""top_pos_аромат"": [{""examples"": [""цвет (Gen)""], ""frequency"": 1, ""part_of_speech"": ""NOUN""}], ""top_pos_одеколон"": [{""examples"": [""брызгать"", ""брызнуть"", ""пахнуть""], ""frequency"": 3, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""тело (Acc)""], ""frequency"": 1, ""part_of_speech"": ""NOUN""}]}"
2,"Анна Каренина","Лев Николаевич Толстой",1873,"20031","37","0.18","[{""count"": 24, ""token"": ""запах""}, {""count"": 7, ""token"": ""дым""}, {""count"": 6, ""token"": ""навоз""}, {""count"": 5, ""token"": ""букет""}, {""count"": 2, ""token"": ""чадо""}, {""count"": 1, ""token"": ""дух""}]","2.62","{""top_pos_дух"": [{""examples"": [""приходить""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}], ""top_pos_дым"": [{""examples"": [""выстрел (Gen)"", ""копоть (Ins)"", ""молоко (Nom)"", ""облако (Nom)"", ""сигара (Gen)"", ""табак (Dat)""], ""frequency"": 6, ""part_of_speech"": ""NOUN""}, {""examples"": [""бежать"", ""выходить"", ""потянуться"", ""стоять""], ""frequency"": 4, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""за"", ""из"", ""как"", ""широкою""], ""frequency"": 4, ""part_of_speech"": ""OTHER""}, {""examples"": [""густой"", ""пахучий"", ""пороховой""], ""frequency"": 3, ""part_of_speech"": ""ADJ""}], ""top_pos_чадо"": [{""examples"": [""любить"", ""простить""], ""frequency"": 2, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""свой""], ""frequency"": 1, ""part_of_speech"": ""OTHER""}], ""top_pos_букет"": [{""examples"": [""брать"", ""украшать""], ""frequency"": 2, ""part_of_speech"": ""VERB_CHILD""}, {""examples"": [""восковой"", ""пыльный""], ""frequency"": 2, ""part_of_speech"": ""ADJ""}, {""examples"": [""поднести"", ""советовать""], ""frequency"": 2, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""и"", ""с""], ""frequency"": 2, ""part_of_speech"": ""OTHER""}, {""examples"": [""цвет (Gen)""], ""frequency"": 1, ""part_of_speech"": ""NOUN""}], ""top_pos_запах"": [{""examples"": [""брильянтина (Gen)"", ""вино (Gen)"", ""вкус (Acc)"", ""воздух (Gen)"", ""дух (Gen)"", ""знакомых (Gen)"", ""кореньев (Gen)"", ""пахучей (Ins)"", ""помёт (Gen)"", ""порох (Gen)"", ""проезд (Loc)"", ""птица (Gen)"", ""снег (Gen)"", ""теплота (Ins)"", ""уксус (Gen)"", ""ус (Gen)"", ""цветок (Acc)""], ""frequency"": 17, ""part_of_speech"": ""NOUN""}, {""examples"": [""внося"", ""загадить"", ""замениться"", ""знать"", ""изливать"", ""казаться"", ""обдавать"", ""отцвести"", ""почувствовать"", ""радоваться"", ""слышать"", ""слышаться"", ""услышать""], ""frequency"": 13, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""без"", ""в"", ""и"", ""ласка"", ""на"", ""она"", ""по"", ""среди"", ""тот""], ""frequency"": 9, ""part_of_speech"": ""OTHER""}, {""examples"": [""болотный"", ""знакомый"", ""милый"", ""сонный"", ""тяжёлый"", ""удушливый"", ""ужасный"", ""чуждый""], ""frequency"": 8, ""part_of_speech"": ""ADJ""}, {""examples"": [""вбежать"", ""наполниться"", ""пропитать"", ""распространявшийся"", ""рассеять"", ""сена""], ""frequency"": 6, ""part_of_speech"": ""VERB_CHILD""}, {""examples"": [""их""], ""frequency"": 1, ""part_of_speech"": ""PRON""}, {""examples"": [""тотчас""], ""frequency"": 1, ""part_of_speech"": ""ADV""}], ""top_pos_навоз"": [{""examples"": [""возить"", ""подчищать""], ""frequency"": 2, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""запаханного""], ""frequency"": 1, ""part_of_speech"": ""ADJ""}]}"
3,"Севастопольские рассказы","Лев Николаевич Толстой",1855,"2199","21","0.95","[{""count"": 15, ""token"": ""дым""}, {""count"": 7, ""token"": ""запах""}, {""count"": 1, ""token"": ""навоз""}, {""count"": 1, ""token"": ""букет""}, {""count"": 1, ""token"": ""смрад""}]","2.67","{""top_pos_дым"": [{""examples"": [""белый"", ""густой"", ""пороховой"", ""самом"", ""синий"", ""чёрный""], ""frequency"": 6, ""part_of_speech"": ""ADJ""}, {""examples"": [""двигаться"", ""застилать"", ""застлало"", ""застлать"", ""перебегать"", ""расходиться""], ""frequency"": 6, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""появиться"", ""расходиться"", ""стоять""], ""frequency"": 3, ""part_of_speech"": ""VERB_CHILD""}, {""examples"": [""в"", ""и""], ""frequency"": 2, ""part_of_speech"": ""OTHER""}, {""examples"": [""пароход (Gen)"", ""порох (Gen)""], ""frequency"": 2, ""part_of_speech"": ""NOUN""}, {""examples"": [""близкий""], ""frequency"": 1, ""part_of_speech"": ""ADV""}], ""top_pos_букет"": [{""examples"": [""больший""], ""frequency"": 1, ""part_of_speech"": ""ADJ""}, {""examples"": [""с""], ""frequency"": 1, ""part_of_speech"": ""OTHER""}, {""examples"": [""возвращаться""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}], ""top_pos_запах"": [{""examples"": [""гошпитальным"", ""особенный"", ""тяжёлый"", ""ужасный""], ""frequency"": 4, ""part_of_speech"": ""ADJ""}, {""examples"": [""–"", ""и"", ""от""], ""frequency"": 3, ""part_of_speech"": ""OTHER""}, {""examples"": [""закрыть"", ""наполнять"", ""поражать""], ""frequency"": 3, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""сорока (Gen)"", ""тело (Gen)"", ""уголь (Gen)""], ""frequency"": 3, ""part_of_speech"": ""NOUN""}, {""examples"": [""наносить""], ""frequency"": 1, ""part_of_speech"": ""VERB_CHILD""}, {""examples"": [""это""], ""frequency"": 1, ""part_of_speech"": ""PRON""}], ""top_pos_навоз"": null, ""top_pos_смрад"": [{""examples"": [""какой"", ""то""], ""frequency"": 2, ""part_of_speech"": ""OTHER""}, {""examples"": [""гореть""], ""frequency"": 1, ""part_of_speech"": ""VERB_CHILD""}, {""examples"": [""особенный""], ""frequency"": 1, ""part_of_speech"": ""ADJ""}, {""examples"": [""производить""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}]}"
4,"Братья Карамазовы","Фёдор Михайлович Достоевский",1878,"19361","15","0.08","[{""count"": 3, ""token"": ""фимиам""}, {""count"": 2, ""token"": ""дух""}, {""count"": 2, ""token"": ""смрад""}, {""count"": 2, ""token"": ""благоухание""}, {""count"": 2, ""token"": ""ладан""}, {""count"": 1, ""token"": ""запах""}, {""count"": 1, ""token"": ""вонь""}, {""count"": 1, ""token"": ""букет""}, {""count"": 1, ""token"": ""душок""}, {""count"": 1, ""token"": ""дым""}]","2.20","{""top_pos_дух"": [{""examples"": [""замерзать""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""на""], ""frequency"": 1, ""part_of_speech"": ""OTHER""}], ""top_pos_дым"": [{""examples"": [""в""], ""frequency"": 1, ""part_of_speech"": ""OTHER""}, {""examples"": [""прах (Loc)""], ""frequency"": 1, ""part_of_speech"": ""NOUN""}], ""top_pos_вонь"": [{""examples"": [""в"", ""ли""], ""frequency"": 2, ""part_of_speech"": ""OTHER""}, {""examples"": [""попасть""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}], ""top_pos_букет"": [{""examples"": [""роза (Gen)""], ""frequency"": 1, ""part_of_speech"": ""NOUN""}, {""examples"": [""она""], ""frequency"": 1, ""part_of_speech"": ""OTHER""}], ""top_pos_душок"": [{""examples"": [""завестись""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""вольный""], ""frequency"": 1, ""part_of_speech"": ""ADJ""}], ""top_pos_запах"": [{""examples"": [""кухонный""], ""frequency"": 1, ""part_of_speech"": ""ADJ""}, {""examples"": [""любить""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}], ""top_pos_ладан"": [{""examples"": [""дышавший"", ""дышать""], ""frequency"": 2, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""на""], ""frequency"": 1, ""part_of_speech"": ""OTHER""}], ""top_pos_смрад"": [{""examples"": [""на"", ""среди""], ""frequency"": 2, ""part_of_speech"": ""OTHER""}, {""examples"": [""вид (Nom)"", ""грех (Gen)""], ""frequency"": 2, ""part_of_speech"": ""NOUN""}, {""examples"": [""видеть""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""несмотря""], ""frequency"": 1, ""part_of_speech"": ""ADV""}], ""top_pos_фимиам"": [{""examples"": [""возносился"", ""исправиться"", ""таял""], ""frequency"": 3, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""и""], ""frequency"": 1, ""part_of_speech"": ""OTHER""}, {""examples"": [""снова""], ""frequency"": 1, ""part_of_speech"": ""ADV""}, {""examples"": [""кадила (Gen)""], ""frequency"": 1, ""part_of_speech"": ""NOUN""}], ""top_pos_благоухание"": [{""examples"": [""осязаться"", ""точиться""], ""frequency"": 2, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""явственно""], ""frequency"": 1, ""part_of_speech"": ""ADV""}]}"
5,"Преступление и наказание","Фёдор Михайлович Достоевский",1865,"13698","18","0.13","[{""count"": 7, ""token"": ""вонь""}, {""count"": 5, ""token"": ""дым""}, {""count"": 5, ""token"": ""запах""}, {""count"": 2, ""token"": ""зловоние""}, {""count"": 1, ""token"": ""букет""}, {""count"": 1, ""token"": ""дух""}]","2.33","{""top_pos_дух"": [{""examples"": [""быть"", ""одарить""], ""frequency"": 2, ""part_of_speech"": ""VERB_CHILD""}, {""examples"": [""существо (Nom)""], ""frequency"": 1, ""part_of_speech"": ""NOUN""}, {""examples"": [""но""], ""frequency"": 1, ""part_of_speech"": ""OTHER""}], ""top_pos_дым"": [{""examples"": [""восходил"", ""звенит"", ""пройти""], ""frequency"": 3, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""кадильный"", ""табачный""], ""frequency"": 2, ""part_of_speech"": ""ADJ""}, {""examples"": [""врывавшихся""], ""frequency"": 1, ""part_of_speech"": ""VERB_CHILD""}, {""examples"": [""туман (Nom)""], ""frequency"": 1, ""part_of_speech"": ""NOUN""}, {""examples"": [""так""], ""frequency"": 1, ""part_of_speech"": ""ADV""}], ""top_pos_вонь"": [{""examples"": [""известный"", ""летний"", ""нестерпимый"", ""особенный"", ""пьяный"", ""распивочный""], ""frequency"": 6, ""part_of_speech"": ""ADJ""}, {""examples"": [""и"", ""тот""], ""frequency"": 2, ""part_of_speech"": ""OTHER""}, {""examples"": [""лавочка (Gen)"", ""множество (Acc)""], ""frequency"": 2, ""part_of_speech"": ""NOUN""}, {""examples"": [""довершили""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""распивочных""], ""frequency"": 1, ""part_of_speech"": ""VERB_CHILD""}, {""examples"": [""опять""], ""frequency"": 1, ""part_of_speech"": ""ADV""}], ""top_pos_букет"": [{""examples"": [""нарцизов (Gen)""], ""frequency"": 1, ""part_of_speech"": ""NOUN""}], ""top_pos_запах"": [{""examples"": [""ароматный"", ""винный"", ""знакомый"", ""противный"", ""сильный""], ""frequency"": 5, ""part_of_speech"": ""ADJ""}, {""examples"": [""пахнуть"", ""пропитать""], ""frequency"": 2, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""лавочка (Loc)"", ""сигара (Gen)""], ""frequency"": 2, ""part_of_speech"": ""NOUN""}, {""examples"": [""и"", ""с""], ""frequency"": 2, ""part_of_speech"": ""OTHER""}], ""top_pos_зловоние"": [{""examples"": [""фонтанка""], ""frequency"": 1, ""part_of_speech"": ""OTHER""}]}"
6,"Идиот","Фёдор Михайлович Достоевский",1868,"13907","8","0.06","[{""count"": 6, ""token"": ""букет""}, {""count"": 3, ""token"": ""дым""}]","1.75","{""top_pos_дым"": [{""examples"": [""поднять"", ""разлетевшейся""], ""frequency"": 2, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""мечта (Gen)""], ""frequency"": 1, ""part_of_speech"": ""NOUN""}], ""top_pos_букет"": [{""examples"": [""достать"", ""жить"", ""посылать"", ""приехать"", ""промыслить""], ""frequency"": 5, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""камелия (Gen)"", ""пробуждение (Dat)""], ""frequency"": 2, ""part_of_speech"": ""NOUN""}, {""examples"": [""с"", ""этот""], ""frequency"": 2, ""part_of_speech"": ""OTHER""}, {""examples"": [""знать""], ""frequency"": 1, ""part_of_speech"": ""VERB_CHILD""}, {""examples"": [""белый""], ""frequency"": 1, ""part_of_speech"": ""ADJ""}]}"
7,"Отцы и дет","Иван Сергеевич Тургенев",1860,"4935","15","0.30","[{""count"": 8, ""token"": ""запах""}, {""count"": 3, ""token"": ""одеколон""}, {""count"": 2, ""token"": ""букет""}, {""count"": 2, ""token"": ""дым""}, {""count"": 1, ""token"": ""фимиам""}]","2.67","{""top_pos_дым"": [{""examples"": [""закружиться""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""сигарочный""], ""frequency"": 1, ""part_of_speech"": ""ADJ""}, {""examples"": [""труба (Ins)""], ""frequency"": 1, ""part_of_speech"": ""NOUN""}, {""examples"": [""от""], ""frequency"": 1, ""part_of_speech"": ""OTHER""}], ""top_pos_букет"": [{""examples"": [""сирени (Gen)""], ""frequency"": 1, ""part_of_speech"": ""NOUN""}, {""examples"": [""больший""], ""frequency"": 1, ""part_of_speech"": ""ADJ""}, {""examples"": [""между""], ""frequency"": 1, ""part_of_speech"": ""OTHER""}, {""examples"": [""вязать""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}], ""top_pos_запах"": [{""examples"": [""дурной"", ""крепкий"", ""медицинско"", ""приёмный"", ""приличный"", ""свежий"", ""хирургический""], ""frequency"": 7, ""part_of_speech"": ""ADJ""}, {""examples"": [""и"", ""как"", ""какой"", ""с"", ""такой"", ""то""], ""frequency"": 6, ""part_of_speech"": ""OTHER""}, {""examples"": [""несло"", ""пахнуть"", ""подействовать"", ""распространять"", ""смешать"", ""установиться""], ""frequency"": 6, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""воздух (Gen)"", ""звук (Acc)"", ""табак (Dat)"", ""хлеб (Gen)""], ""frequency"": 4, ""part_of_speech"": ""NOUN""}, {""examples"": [""смешать""], ""frequency"": 1, ""part_of_speech"": ""VERB_CHILD""}, {""examples"": [""них""], ""frequency"": 1, ""part_of_speech"": ""PRON""}], ""top_pos_фимиам"": [{""examples"": [""губернский""], ""frequency"": 1, ""part_of_speech"": ""ADJ""}], ""top_pos_одеколон"": [{""examples"": [""курить"", ""нюхать"", ""помочить""], ""frequency"": 3, ""part_of_speech"": ""VERB_HEAD""}]}"
8,"Дворянское гнездо","Иван Сергеевич Тургенев",1860,"3084","12","0.39","[{""count"": 7, ""token"": ""запах""}, {""count"": 3, ""token"": ""одеколон""}, {""count"": 3, ""token"": ""дух""}, {""count"": 3, ""token"": ""ладан""}, {""count"": 1, ""token"": ""дым""}]","2.92","{""top_pos_дух"": [{""examples"": [""английский"", ""новый""], ""frequency"": 2, ""part_of_speech"": ""ADJ""}, {""examples"": [""40"", ""с""], ""frequency"": 2, ""part_of_speech"": ""OTHER""}, {""examples"": [""королева (Gen)""], ""frequency"": 1, ""part_of_speech"": ""NOUN""}], ""top_pos_дым"": [{""examples"": [""в"", ""какой"", ""то""], ""frequency"": 3, ""part_of_speech"": ""OTHER""}, {""examples"": [""исчезать""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""светлый""], ""frequency"": 1, ""part_of_speech"": ""ADJ""}], ""top_pos_запах"": [{""examples"": [""крепкий"", ""мягкий"", ""первый"", ""подобный"", ""противный"", ""тонкий""], ""frequency"": 6, ""part_of_speech"": ""ADJ""}, {""examples"": [""дерево (Gen)"", ""ладан (Dat)"", ""пачули (Gen)"", ""прелесть (Ins)"", ""трава (Gen)""], ""frequency"": 5, ""part_of_speech"": ""NOUN""}, {""examples"": [""как"", ""какой"", ""такой"", ""то""], ""frequency"": 4, ""part_of_speech"": ""OTHER""}, {""examples"": [""то"", ""что""], ""frequency"": 2, ""part_of_speech"": ""PRON""}, {""examples"": [""веять"", ""распространять""], ""frequency"": 2, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""стоять""], ""frequency"": 1, ""part_of_speech"": ""VERB_CHILD""}], ""top_pos_ладан"": [{""examples"": [""запахнуть""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}], ""top_pos_одеколон"": [{""examples"": [""нюхала"", ""пахнуть"", ""понюхала""], ""frequency"": 3, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""мята (Ins)""], ""frequency"": 1, ""part_of_speech"": ""NOUN""}]}"
